证券代码',最新公司全称_Lcomnm,会计期间',速动比率X1,利息保障倍数X2,权益乘数X3,固定资产周转率X4,总资产周转率X5,长期资本收益率X6,营业利润率X7,净利润现金含量X8,总资产增长率X9,FAIL
002684,广东猛狮新能源科技股份有限公司,2013-12-31,0.4888,-1.0739,1.664,0.971535440230415,0.335672911617649,-0.0133957816989319,-18.8449,1.237427299978,13.4842,1
002684,广东猛狮新能源科技股份有限公司,2014-12-31,0.4254,1.9167,1.9098,1.61232049881299,0.485853375876933,0.0370302548310901,1.2463,3.40084705265555,17.1117,1
002684,广东猛狮新能源科技股份有限公司,2015-12-31,0.5064,0.6509,1.8407,0.989440670992586,0.344274304429264,0.00449024283653561,-1.7411,133.702348192892,59.0847,1
002684,广东猛狮新能源科技股份有限公司,2016-12-31,0.9418,1.9106,3.6518,1.55916791585372,0.329551945583807,0.0510049726760324,1.8736,-4.14286789777934,285.8715,1
002684,广东猛狮新能源科技股份有限公司,2017-12-31,0.7584,0.219,3.9717,1.68968756051863,0.353842046223296,0.0223669076271285,-5.6911,7.8631799770994,78.8829,1
002692,远程电缆股份有限公司,2012-12-31,1.9354,5.1326,1.4884,10.6718100080334,1.35427518799199,0.596145220967562,6.7127,-0.435857920110209,44.1321,1
002692,远程电缆股份有限公司,2013-12-31,1.2623,7.7365,1.9929,6.8354868575247,1.08248685748981,0.314991544420217,5.8246,-0.0482357485426658,48.1194,1
002692,远程电缆股份有限公司,2014-12-31,1.1635,3.1654,1.9895,4.95830912745597,0.902947897570731,0.249348023638833,5.0962,-1.15099216242632,9.9581,1
002692,远程电缆股份有限公司,2015-12-31,1.189,3.819,2.12,5.50817043415404,0.946807764293118,0.296796738819181,5.8995,1.05584251690655,16.7446,1
002692,远程电缆股份有限公司,2016-12-31,1.3731,3.5564,1.8911,5.35107974763788,0.90222347601344,0.263139657680722,4.966,1.48473689485277,-12.9239,1
002692,远程电缆股份有限公司,2017-12-31,1.2462,2.7568,2.0789,5.41425579664006,0.826795330947488,0.202920737849553,1.0286,-1.83441544460307,10.8295,1
002692,远程电缆股份有限公司,2018-12-31,1.276,-5.201,2.6269,6.55185355354871,1.01913874108351,-0.495538724881595,1.4835,0.142205777248157,-5.3987,1
002711,欧浦智网股份有限公司,2014-12-31,2.6733,8.5404,1.4265,9.31042594795886,0.999963205748057,0.278257691864523,7.7107,0.226692790363099,74.2111,1
002711,欧浦智网股份有限公司,2015-12-31,1.0651,31.716,2.0092,6.32990180962959,0.630771225843237,0.177948377358027,12.0758,1.79067246735103,28.6857,1
002711,欧浦智网股份有限公司,2016-12-31,1.2705,13.7739,1.8905,12.0115518565377,0.989504453387069,0.301839645796983,10.9413,-0.556424158498049,11.3106,1
002711,欧浦智网股份有限公司,2017-12-31,1.1878,7.4665,2.0262,27.5946779304431,1.91789122008251,0.290659278352315,4.3723,-0.366835964057928,15.6471,1
002766,深圳市索菱实业股份有限公司,2015-12-31,1.3886,5.4773,1.5259,2.46910059267069,0.550021980816255,0.192009240069481,8.9409,1.7949327445579,34.8725,1
002766,深圳市索菱实业股份有限公司,2016-12-31,0.9812,4.5606,1.8267,2.22071192514209,0.509295797935188,0.178952634064948,7.7401,-0.682301965218135,26.9437,1
002766,深圳市索菱实业股份有限公司,2017-12-31,1.772,6.1219,1.7768,3.53299764810577,0.443681272999233,0.17019192300573,11.2973,0.660030773478137,80.9551,1
002766,深圳市索菱实业股份有限公司,2018-12-31,1.185,-1.3855,3.0096,3.58898233607018,0.353495111612367,-0.17384579459543,-25.041,3.25523488683327,-0.1531,1
002872,天圣制药集团股份有限公司,2017-12-31,1.0917,12.4701,1.551,1.79019099047681,0.457175657344476,0.11838960253863,13.6927,-0.21792886184199,45.8291,1
002872,天圣制药集团股份有限公司,2018-12-31,1.0433,4.4818,1.458,1.65628436503262,0.45716394723634,0.0602210808008621,7.5312,1.31044834519925,-5.2063,1
600385,山东金泰集团股份有限公司,2013-12-31,0.9166,5.7248,7.7773,66.7912099315939,4.81320172200058,1.74357922168156,1.8897,-1.75722958679906,340.6788,1
600634,上海富控互动娱乐股份有限公司,2011-12-31,0.8757,2.5565,1.3111,1.98798966375353,0.248495001611966,0.0636442959047695,-16.1053,8.5446297439355,-3.3583,1
600680,上海普天邮通科技股份有限公司,2018-12-31,0.2282,-2.1312,9.8564,3.41484208206283,0.136310649030722,-0.0884998389552824,-49.3762,-0.287833788645396,-8.784,1
600698,湖南天雁机械股份有限公司,2012-12-31,1.906,11.4742,1.6056,5.05587934997186,0.915108069917688,0.471827538610554,2.0455,2.75900480771098,-43.1079,1
600732,上海新梅置业股份有限公司,2016-12-31,0.7476,3.9458,1.6384,46.439647418401,0.301763988934681,0.136147208243585,19.3463,5.85993210392306,-15.4438,1
600870,厦门华侨电子股份有限公司,2012-12-31,0.7997,1.185,10.241,37.7017176522681,2.77161361506047,0.956551008643312,-1.5415,-15.6126597252151,-34.7228,1
600870,厦门华侨电子股份有限公司,2013-12-31,1.222,-8.7538,4.0141,33.1561996078729,1.47823076518116,-22.0361219528993,-36.6071,0.2396481905824,-23.9211,1
600870,厦门华侨电子股份有限公司,2014-12-31,0.8584,-73.6392,11.6455,4552.59438868044,3.85435023955133,-18.4738624404234,-35.8773,0.485096216527761,-92.7616,1
600870,厦门华侨电子股份有限公司,2017-12-31,0.8084,-7.8888,68.7426,221.217303322708,0.248215383401612,-1.04047003399472,-71.7959,2.73509806823622,33.4005,1
600870,厦门华侨电子股份有限公司,2018-12-31,1.2034,4.3202,5.7837,402.18883184329,0.423842319755468,23.4332288620201,10.7137,1.64298583333005,4.0852,1
601558,华锐风电科技(集团)股份有限公司,2012-12-31,1.2661,-5.5789,2.3287,3.04105653714482,0.140119597499851,-0.160923980183738,-18.9392,0.713394153965685,-15.8971,1
601558,华锐风电科技(集团)股份有限公司,2013-12-31,1.1511,-18.7648,2.6361,2.62654767716125,0.152454547850555,-0.942650278959436,-75.0438,0.608691243520183,-16.2401,1
601558,华锐风电科技(集团)股份有限公司,2014-12-31,1.1315,1.0109,1.9846,2.75733098878237,0.207561197349572,0.0557976206984105,-27.0597,-7.44892996067091,-25.876,1
601558,华锐风电科技(集团)股份有限公司,2018-12-31,0.8627,19.7113,4.5311,0.4058138065095,0.0910815866484369,0.0716655950658946,-57.0267,0.0309990054132663,-6.7066,1
601798,甘肃蓝科石化高新装备股份有限公司,2011-12-31,2.636,8.2496,1.5021,2.30168870845724,0.316141431853344,0.254622926317643,18.6271,-0.961613126434175,64.7988,1
601798,甘肃蓝科石化高新装备股份有限公司,2012-12-31,1.7307,6.8874,1.7065,1.48635777543969,0.2991622741627,0.171882706359447,12.7079,0.110410117008926,20.0052,1
601798,甘肃蓝科石化高新装备股份有限公司,2013-12-31,1.7506,4.0698,1.6575,1.501934252932,0.321450598386526,0.128624986109603,10.446,0.589064321449294,0.6937,1
